party,timestamp,amount,counterparty,communication
A202,2023-02-13 05:00:10,8414.5,471,/A/
717,2023-12-16 20:44:38,3832.26,403,beers
524,2024-02-14 05:23:05,842.04,823,savings
A31,2023-06-13 21:57:04,3621.15,A156,9444076634
A97,2024-05-26 08:45:09,6046.99,734,/A/
A177,2023-04-14 04:44:30,5675.96,A5,4962732262
A61,2024-04-24 01:16:10,4338.96,A46,4243625854
A52,2023-02-25 22:28:47,6735.39,695,/C/
651,2024-05-15 14:42:07,8501.65,907,rent
A253,2023-12-28 13:21:51,5338.48,971,/C/
A317,2023-06-01 01:14:52,9503.76,A51,9623419964
A287,2022-10-26 04:12:01,2206.81,346,/A/
737,2023-10-11 20:16:09,8873.73,988,bonus
A96,2022-10-05 07:49:05,9472.4,910,/B/
A187,2022-06-23 20:22:14,6667.44,A273,3334303115
A271,2023-12-31 00:13:09,8483.55,A256,6054576947
464,2023-01-19 01:55:26,3308.92,411,payback
A369,2023-03-04 12:07:57,7121.35,816,/B/
965,2022-07-24 07:19:57,7217.74,923,fries
204,2023-01-10 23:25:04,3355.7,369,beers
A289,2022-08-21 08:25:26,4366.42,A242,4669861634
181,2024-03-20 21:09:07,1265.61,351,bonus
A275,2024-04-18 16:16:25,3700.02,714,/A/
947,2023-12-13 23:15:11,5727.29,858,payback
A157,2024-01-04 01:25:35,9170.73,A261,1526925596
A229,2022-08-19 04:41:00,3971.35,A94,1307423591
A198,2023-08-08 14:14:35,2657.69,125,/B/
A342,2022-09-22 20:09:08,527.34,A136,8933261454
829,2023-05-21 07:03:18,2135.7,57,savings
A113,2022-11-23 16:58:59,5666.15,673,/B/
A349,2022-11-22 19:15:47,2260.83,925,/A/
661,2023-03-02 18:44:01,300.85,702,fries
A272,2023-04-23 04:53:46,1220.7,841,/B/
A73,2024-03-17 00:02:50,9197.61,A62,1587184523
992,2023-06-16 12:15:38,3628.12,673,bonus
A91,2023-09-28 13:56:01,7391.5,443,/C/
265,2022-10-20 23:38:35,7975.31,273,fries
695,2022-10-27 21:13:23,6505.22,510,rent
A100,2022-11-11 14:18:41,1125.17,A330,2086523777
A221,2022-07-10 00:21:14,1321.44,409,/C/
A97,2024-05-17 20:15:09,3239.81,199,/B/
A143,2022-08-03 23:44:19,35.05,A32,0527810558
46,2023-06-27 01:01:47,6583.19,37,rent
A248,2023-10-11 20:23:44,9207.83,876,/C/
A66,2023-12-15 05:57:38,1782.64,67,/B/
A238,2023-01-08 11:21:45,1863.9,678,/A/
A14,2023-11-11 10:41:30,1200.03,A310,4391368172
A102,2022-07-09 06:38:07,9084.42,A63,3695528620
A96,2024-04-10 10:48:33,6009.73,589,/C/
A249,2024-01-23 12:30:02,6312.04,A127,5259533222
789,2022-10-05 08:45:12,6399.73,834,savings
630,2022-09-04 23:53:57,2269.17,194,payback
178,2023-02-24 10:50:57,6034.29,1,bonus
A243,2024-01-26 18:17:52,3636.54,707,/C/
A114,2024-05-01 03:33:23,8283.23,800,/B/
A117,2023-04-13 15:12:09,2255.79,433,/B/
A180,2024-06-05 20:59:07,871.99,A18,7610870826
A62,2023-05-01 07:14:29,6071.74,782,/C/
A103,2023-05-23 21:57:39,8069.45,390,/A/
503,2022-07-22 17:44:23,987.6,127,beers
362,2023-05-13 21:53:14,3964.86,660,payback
A286,2022-12-03 08:01:00,2223.39,694,/C/
A94,2022-10-27 10:28:21,6321.57,723,/A/
A253,2024-04-06 15:30:17,9636.61,A342,6484673574
214,2023-01-30 09:51:09,1311.11,993,beers
156,2023-10-03 18:16:34,9821.54,145,beers
A261,2023-02-22 16:12:26,9196.51,17,/C/
622,2023-01-10 20:39:21,1062.2,299,bonus
354,2022-08-01 23:28:32,9971.39,573,fries
A290,2022-07-18 03:50:05,8580.79,157,/C/
701,2023-05-24 04:32:44,8157.05,646,beers
A182,2022-11-11 22:08:30,1787.2,414,/A/
A317,2022-07-01 15:22:33,3770.89,345,/A/
50,2022-09-19 10:10:32,3716.53,921,savings
A326,2023-03-19 00:46:55,2423.19,809,/C/
A126,2023-11-13 00:42:23,4788.41,A35,1804674130
A162,2023-02-10 08:40:47,4856.18,234,/C/
A396,2023-05-14 02:15:48,9497.83,A63,8520136260
293,2024-01-15 20:28:27,5087.67,679,savings
A369,2023-03-18 15:21:53,2293.16,A243,5615470554
818,2024-03-06 00:51:50,5687.2,178,fries
A189,2022-12-15 01:33:35,6597.22,88,/B/
A138,2023-07-02 20:25:13,9773.56,73,/A/
A345,2024-05-01 05:44:27,5662.7,A176,5640919693
A231,2022-09-30 23:40:43,5909.76,560,/B/
189,2024-05-07 02:50:28,3578.17,61,savings
830,2023-12-16 06:07:40,8034.48,140,rent
A223,2024-03-05 06:27:51,2536.96,A82,0197121241
A293,2024-01-29 17:26:11,9408.07,249,/C/
A318,2024-01-13 22:29:03,4300.53,A207,7897609873
436,2024-03-10 23:43:09,742.86,502,savings
A309,2022-11-30 18:47:10,2314.01,788,/A/
667,2022-09-12 06:20:34,1319.38,398,fries
A236,2024-02-12 20:03:14,7646.64,A174,9889786533
A351,2022-10-13 05:29:24,9407.11,585,/C/
A104,2024-01-19 17:58:27,6930.0,A60,9165430895
A64,2022-08-15 21:25:47,1817.71,148,/A/
A301,2024-02-07 12:51:13,1586.24,70,/B/
A397,2023-02-15 12:25:01,8421.81,357,/B/
A140,2024-04-16 15:44:20,8075.73,289,/C/
A146,2023-05-16 09:49:45,6401.2,A246,0002687644
A391,2023-02-16 02:11:35,5448.01,A223,7649797416
A198,2024-06-05 16:04:26,8162.34,A178,6045006355
A241,2022-11-01 15:40:17,6990.62,203,/A/
A198,2023-04-12 04:52:17,5889.04,998,/B/
A316,2023-10-01 09:02:56,5650.9,190,/B/
A57,2023-12-28 10:07:53,4414.35,A326,9529635305
736,2022-10-11 19:14:59,5936.05,8,beers
A57,2024-04-07 10:08:03,3680.7,165,/C/
A212,2023-02-24 23:53:54,1611.86,690,/A/
A121,2023-06-11 02:33:06,4266.24,80,/B/
A269,2024-04-08 18:20:27,6141.2,A318,8959654663
A170,2022-08-16 22:40:29,2986.07,771,/B/
A150,2023-04-05 06:21:35,8746.72,763,/A/
263,2022-12-18 23:36:37,3074.61,804,rent
A157,2024-02-01 10:29:22,7917.28,626,/A/
A309,2024-02-03 20:26:38,3955.82,603,/A/
A125,2024-02-27 03:57:25,7530.06,853,/C/
A133,2023-03-28 15:54:39,9447.56,A142,9743946408
A337,2023-07-29 18:05:11,7590.95,A359,8223095862
488,2023-07-31 09:03:35,6054.78,740,beers
A343,2022-12-04 03:19:05,9883.28,837,/C/
A268,2023-10-05 14:01:04,6425.81,A299,4132109720
117,2022-12-04 02:42:09,6913.03,881,savings
490,2023-09-24 12:54:57,7617.08,334,bonus
531,2022-08-19 02:34:38,8992.48,356,beers
A364,2022-08-14 03:16:26,2871.37,803,/B/
483,2024-04-17 16:32:19,3706.07,819,payback
A399,2023-02-23 11:10:56,1319.98,A65,0300449646
A76,2022-08-13 04:32:07,9289.08,740,/C/
A28,2023-01-04 19:16:37,2235.24,842,/A/
754,2024-03-22 19:24:11,1415.21,895,bonus
A399,2022-10-26 21:19:41,1067.25,117,/A/
A237,2022-12-13 06:31:38,7338.65,341,/B/
A271,2024-02-27 07:32:07,8643.33,A362,9635957086
A41,2023-12-28 14:32:28,9708.55,A294,9314584345
A114,2024-03-15 22:31:26,3966.09,86,/A/
A278,2024-02-20 20:24:15,2229.0,A282,5034236220
A100,2022-07-06 12:34:27,8579.89,A159,7424631043
A366,2022-10-30 22:26:15,6633.19,A297,6868008529
390,2023-05-07 16:08:15,8603.69,771,payback
156,2023-10-02 19:03:32,9592.67,907,fries
678,2022-11-09 07:09:23,897.62,995,savings
A147,2023-07-10 11:49:46,4382.1,65,/B/
A20,2023-01-11 19:14:49,2635.7,309,/A/
A30,2024-01-29 19:43:56,8414.88,158,/A/
A188,2023-12-07 06:29:38,5366.08,A25,2289466527
A374,2022-11-04 06:56:36,7516.31,A386,2332829302
A170,2023-07-07 15:38:58,163.4,A206,9133030334
A226,2023-03-11 12:51:50,4083.51,69,/C/
A344,2023-10-16 00:01:36,6922.89,922,/B/
A187,2022-10-27 05:27:05,7833.35,955,/A/
437,2023-11-18 12:45:17,4375.96,145,savings
355,2022-11-06 17:17:10,6097.12,768,bonus
A384,2024-04-07 22:14:45,2491.99,58,/A/
A190,2022-11-12 07:30:02,2780.66,215,/A/
A89,2024-02-23 08:11:49,783.34,A119,9847230342
553,2023-07-14 10:13:51,467.62,303,savings
A298,2022-12-20 01:51:34,681.95,828,/C/
A395,2023-07-13 05:09:03,7971.84,16,/A/
A84,2024-03-23 17:01:58,4542.73,980,/A/
A68,2023-08-24 21:15:44,6619.51,299,/A/
A30,2023-12-26 11:46:51,8810.92,449,/C/
A133,2023-09-07 07:52:58,4136.46,676,/C/
A398,2024-02-22 20:26:22,4626.24,981,/A/
487,2024-01-14 18:13:32,8317.14,657,fries
328,2023-06-09 03:24:51,6910.15,844,bonus
A319,2024-01-24 23:24:02,4139.79,805,/C/
A94,2022-12-17 22:16:31,9357.22,A136,0658387272
A33,2024-04-01 08:15:05,3395.44,184,/A/
A21,2024-05-10 16:31:11,3167.26,821,/C/
A176,2022-12-14 17:41:34,7819.63,394,/B/
A145,2022-11-22 05:55:50,7582.74,A365,4823733791
A52,2023-10-20 11:49:01,7944.5,A67,1101878035
A284,2024-01-06 16:12:08,9825.22,425,/C/
A343,2023-07-08 17:40:06,6142.29,938,/A/
A26,2023-09-16 10:11:03,4544.69,A249,4039251999
A182,2024-01-01 16:21:16,2518.94,182,/C/
A392,2022-10-05 00:12:05,3184.08,112,/B/
179,2023-06-20 01:42:30,1021.13,145,savings
A384,2024-01-09 20:20:03,9453.52,A131,3387220542
A193,2024-03-04 13:47:09,1444.28,A91,6549633083
296,2024-02-18 19:04:01,2024.36,301,bonus
A10,2024-01-14 16:10:32,4428.74,312,/C/
A256,2024-01-31 22:37:35,8406.34,520,/C/
338,2023-10-06 12:24:32,5801.53,12,bonus
A86,2023-08-30 06:25:44,4646.78,A6,5968519537
638,2023-08-25 23:14:22,4968.86,718,beers
649,2023-04-29 02:06:36,3973.21,673,beers
A307,2024-04-11 09:05:05,1600.42,758,/B/
A138,2022-07-15 09:00:08,4141.73,189,/B/
485,2023-06-04 15:17:58,9212.9,326,beers
A184,2023-11-11 21:37:34,1601.02,580,/A/
A42,2023-07-10 06:10:51,176.35,907,/B/
85,2023-01-23 17:05:52,3493.55,145,payback
669,2022-08-20 08:35:08,1339.08,377,payback
A81,2022-10-26 20:50:55,7251.55,154,/C/
A37,2023-03-16 22:00:43,2859.09,330,/B/
A78,2024-03-22 01:38:35,2184.44,A303,5596363726
A319,2023-06-26 04:33:12,1724.43,A371,4206615498
A343,2024-03-20 14:49:59,271.65,A283,5133138004
A115,2023-11-18 11:44:00,5739.39,721,/A/
A329,2023-06-17 08:17:07,643.26,A43,2212154815
A223,2023-02-11 04:23:04,5383.73,556,/B/
A206,2023-11-06 20:40:55,5358.32,305,/A/
596,2022-08-28 05:45:19,1040.71,112,payback
569,2023-01-14 11:40:41,3267.84,550,rent
A157,2023-01-19 20:14:25,3895.24,768,/A/
A345,2023-07-11 14:34:03,8371.88,0,/A/
181,2023-04-29 23:39:39,7946.33,583,payback
A255,2022-11-06 04:39:52,9155.75,452,/C/
A126,2023-04-10 10:10:27,5244.65,851,/B/
A398,2023-07-14 22:04:56,5208.29,754,/B/
A145,2022-08-05 22:24:21,6378.42,968,/B/
A397,2023-06-23 19:05:23,7489.59,A382,1962342192
A224,2024-06-05 14:17:07,7148.88,A75,2132041042
A273,2023-04-22 22:58:47,6117.73,222,/A/
A249,2023-06-21 18:07:11,2814.76,960,/C/
A291,2023-09-05 11:33:31,9170.45,791,/C/
A47,2024-04-09 10:11:52,8658.55,A242,9726999949
A50,2024-05-30 19:51:57,6906.86,667,/A/
203,2022-09-07 13:54:58,5137.36,113,fries
58,2024-01-11 21:59:46,5495.98,224,savings
A11,2024-02-17 05:23:45,4223.06,755,/C/
A362,2022-09-26 05:16:54,7451.52,2,/A/
A101,2024-04-03 00:23:45,54.82,A383,2853863105
334,2023-04-28 00:27:56,6318.45,829,beers
A272,2022-07-31 10:46:13,2702.26,920,/A/
A1,2023-01-04 19:56:38,5498.78,A182,8269299007
A358,2023-12-07 10:01:42,3981.68,A222,2763328389
A345,2024-01-20 09:42:21,8929.68,808,/A/
A248,2023-07-13 08:01:25,2145.69,417,/C/
A173,2024-03-15 01:37:11,833.93,650,/A/
A278,2023-10-31 04:42:30,8832.84,A385,6267136841
76,2022-10-30 02:02:20,9.2,194,beers
A81,2023-03-14 23:47:49,6638.58,A103,3921883527
A373,2024-04-19 13:37:41,7371.99,876,/A/
A167,2023-03-29 12:37:33,5284.02,725,/C/
20,2023-06-14 21:28:20,9409.8,415,savings
A49,2023-05-26 00:44:53,4930.59,666,/A/
A323,2024-05-05 15:41:01,4225.5,740,/B/
171,2022-08-30 00:28:57,8255.39,6,fries
A276,2024-02-06 10:37:53,8988.64,535,/A/
A137,2023-03-22 14:39:48,8563.15,A127,1927976178
A181,2023-09-02 03:32:59,6948.24,993,/C/
A274,2023-09-18 19:47:29,4190.57,658,/A/
306,2022-12-26 08:33:47,5410.64,358,fries
A377,2023-08-15 00:03:22,4975.29,691,/A/
841,2023-04-12 19:52:40,9906.77,749,beers
A193,2024-02-20 01:08:37,7015.25,377,/C/
A205,2022-10-01 16:24:54,9533.46,A274,6295912573
A260,2023-03-07 12:22:24,3081.17,607,/C/
166,2023-10-02 23:45:40,8911.2,351,bonus
A140,2024-01-09 06:37:03,2235.93,687,/B/
A5,2023-03-02 00:36:17,6283.12,782,/B/
A70,2023-07-20 00:40:37,7382.0,593,/C/
A138,2024-01-02 18:28:14,225.73,A322,7296694179
A249,2023-08-20 21:42:29,6187.74,A12,8089747485
A293,2024-01-13 11:11:11,6856.15,291,/B/
A261,2023-10-22 08:23:23,2758.72,198,/C/
A155,2022-07-02 12:00:47,8020.02,115,/B/
295,2024-04-15 13:51:42,4620.97,859,savings
A323,2023-06-02 01:19:13,5190.36,351,/A/
A298,2024-02-19 18:35:17,3987.28,549,/C/
A195,2023-12-04 19:17:11,1069.07,299,/C/
A136,2023-10-08 01:34:32,5337.51,296,/B/
619,2023-09-14 23:16:25,99.75,170,fries
A202,2023-02-13 14:18:12,6400.46,896,/A/
175,2023-07-29 09:36:35,3267.34,121,rent
142,2023-06-07 09:19:43,1641.1,984,savings
A205,2023-11-04 12:32:29,391.81,A149,8900824845
788,2024-03-28 03:38:09,5201.31,226,rent
A277,2023-12-22 09:34:09,5563.26,586,/C/
681,2024-02-28 06:35:34,1900.35,823,rent
A157,2023-04-05 09:41:43,3299.47,A342,8839974185
A122,2023-02-27 18:51:23,4160.52,14,/A/
457,2023-11-16 20:39:38,9254.62,807,bonus
A25,2022-07-21 18:15:04,9152.07,0,/A/
A177,2024-01-31 09:24:45,460.2,737,/B/
A207,2023-03-07 06:47:44,7597.96,A53,9953056418
578,2023-03-11 21:57:52,2611.33,196,savings
A341,2024-03-26 19:57:57,9787.5,A151,6790870187
A330,2023-12-08 09:55:35,1620.79,A18,0136510344
A130,2022-08-25 16:32:20,3030.86,A68,9906745686
A192,2022-11-05 13:58:17,8185.18,168,/B/
A194,2022-11-10 15:40:15,9400.05,145,/A/
A177,2024-05-01 09:04:51,1169.17,625,/C/
A245,2023-09-27 10:21:42,4362.44,A71,5622219053
A326,2023-08-23 08:05:23,2155.33,663,/C/
A16,2024-01-17 22:35:31,2949.66,264,/B/
A200,2023-12-22 01:30:19,3073.72,310,/C/
A167,2024-03-16 22:15:21,2886.45,381,/C/
A224,2023-10-09 15:09:46,2229.15,A168,2138350712
746,2023-03-15 20:27:46,2875.41,356,beers
A360,2022-06-22 12:55:15,1017.17,A306,0036221173
A328,2022-08-19 22:51:19,9231.43,146,/C/
A254,2023-09-20 14:13:14,9699.14,A81,6488395855
A88,2023-11-14 20:03:32,5541.88,185,/C/
A88,2023-02-09 00:42:16,6686.27,697,/B/
A161,2024-01-06 18:47:57,1400.29,A52,6185759171
A27,2023-04-12 06:45:53,548.34,541,/C/
A158,2023-08-29 12:39:46,472.59,A307,1477447353
A73,2023-11-27 07:59:39,3566.86,304,/B/
A375,2024-02-08 06:02:16,8738.58,761,/C/
A237,2024-02-22 03:41:22,2958.67,121,/B/
A360,2023-05-11 13:09:12,5806.23,825,/C/
A134,2023-08-04 12:12:48,4595.16,296,/C/
341,2023-11-07 21:31:30,2032.54,236,savings
A16,2023-03-13 06:47:10,5105.94,227,/A/
222,2023-07-06 13:41:11,1248.99,431,rent
A36,2023-11-27 03:23:32,8738.6,A353,3389260878
A90,2022-07-23 17:46:18,5349.94,A286,1527873048
A162,2023-02-27 17:52:58,4348.51,700,/A/
A63,2023-12-16 01:54:03,3135.3,455,/C/
A168,2022-08-11 11:56:49,3057.99,851,/C/
A168,2023-01-30 02:06:19,2127.86,746,/A/
A263,2023-11-17 23:43:08,4826.83,A26,1891567344
A255,2023-03-01 03:10:19,8693.7,A45,7762969143
A203,2022-11-18 17:43:43,2099.79,139,/C/
A132,2024-05-06 04:37:22,6046.41,A193,6450999900
A273,2023-12-22 21:54:18,1122.54,609,/C/
A117,2022-11-17 03:42:26,3403.5,A296,0835211896
297,2024-01-04 00:25:18,6636.05,926,bonus
A151,2023-12-14 18:08:26,1702.84,399,/B/
A264,2022-09-19 04:27:13,7361.49,795,/C/
A385,2022-11-01 21:50:20,2976.11,961,/C/
468,2022-07-13 20:35:59,6151.11,596,bonus
A288,2022-06-24 03:38:14,4380.97,A190,7595828190
73,2024-05-27 04:29:45,1792.32,451,fries
A375,2022-08-29 05:46:57,5838.49,551,/C/
678,2024-01-06 10:01:20,6603.67,866,fries
A71,2022-09-15 02:47:51,8386.08,306,/C/
A328,2022-10-25 16:39:20,5404.94,623,/B/
A237,2023-02-07 00:02:50,8987.24,14,/B/
541,2022-11-21 20:22:30,7506.38,306,bonus
830,2024-05-27 17:54:53,9254.48,101,bonus
A106,2023-03-25 10:46:54,7948.26,435,/B/
A82,2024-03-25 21:58:05,7605.73,A268,6811230388
A223,2023-08-02 11:44:35,3417.85,A275,1193978145
908,2024-04-07 07:10:39,5764.8,840,rent
A317,2023-06-28 01:48:57,7379.15,672,/C/
866,2024-04-23 16:33:41,5729.01,170,rent
590,2023-08-22 02:36:11,4453.5,48,bonus
A287,2023-07-20 08:31:59,3156.91,882,/B/
A300,2024-04-02 20:07:34,9246.19,212,/A/
382,2024-06-12 10:51:13,8231.3,91,fries
320,2022-07-18 04:38:18,8290.76,762,payback
21,2022-07-28 17:47:15,5385.07,772,fries
A384,2023-09-26 13:28:09,4647.33,A7,5326011939
A128,2023-07-31 08:27:50,799.12,A273,2974255136
60,2023-04-26 15:14:06,423.58,706,payback
547,2023-09-29 12:05:12,3281.57,816,rent
A368,2022-08-14 14:51:49,8556.0,A63,0450243736
A176,2022-10-15 07:54:31,697.72,A357,8736627135
A307,2023-03-07 21:37:57,5097.06,410,/C/
361,2024-03-06 18:20:29,2454.21,247,payback
7,2022-11-18 15:32:38,604.48,641,bonus
A385,2022-07-20 22:46:42,5445.98,861,/B/
A325,2024-05-16 20:54:07,904.39,978,/B/
252,2022-07-16 02:21:06,4504.18,88,fries
A198,2023-08-05 23:04:15,3343.79,840,/B/
499,2023-01-07 14:48:49,2394.85,581,beers
A60,2023-10-12 10:41:17,3571.33,A52,6436902837
A234,2023-05-17 16:24:14,4862.1,28,/A/
431,2022-11-22 01:47:14,5447.48,784,fries
A3,2023-05-30 00:18:56,3782.72,351,/A/
A267,2023-04-24 17:17:29,2950.56,84,/B/
A132,2023-10-26 01:06:24,8072.57,A36,6101975358
A326,2022-11-28 03:53:50,8722.05,941,/B/
A136,2023-07-03 07:53:12,4096.54,43,/B/
A20,2023-09-16 07:15:40,9633.38,193,/C/
A1,2023-06-06 10:15:11,5602.6,138,/B/
A5,2024-01-02 01:15:09,9801.31,A136,2763628144
A233,2024-01-21 04:58:37,6764.65,118,/C/
A118,2023-06-26 02:43:01,7550.02,606,/B/
948,2022-06-28 20:18:05,7942.68,22,payback
A23,2022-08-14 20:13:46,4118.2,428,/B/
A356,2023-07-07 17:50:34,4021.92,A388,9092288498
A139,2023-10-22 18:07:41,4543.99,A164,5135872717
201,2024-06-16 03:32:24,2659.55,21,fries
825,2024-04-15 12:34:12,9678.38,566,payback
A55,2024-03-28 19:37:56,9851.21,A388,6403439881
A106,2023-11-20 08:15:43,5073.06,A281,7758333647
849,2022-11-28 06:07:56,4495.62,257,rent
A5,2023-09-29 16:15:54,2326.25,619,/A/
A58,2023-09-22 08:08:09,6227.26,964,/B/
A327,2023-04-06 04:04:28,1930.82,A215,0282625420
69,2023-05-12 15:32:40,9238.37,670,beers
238,2024-03-29 12:22:15,8623.7,915,rent
A371,2022-07-21 06:05:25,6112.52,A335,5772044100
506,2022-08-04 23:18:19,7073.05,706,payback
A140,2024-01-17 10:13:32,8388.82,102,/C/
A139,2023-11-16 18:20:54,2151.7,380,/A/
A330,2024-04-30 12:14:42,8402.05,77,/A/
A366,2022-10-05 03:20:23,6214.22,630,/B/
A325,2022-10-17 14:45:18,988.81,945,/A/
283,2023-01-24 21:56:48,1442.84,557,savings
A374,2023-01-12 20:06:53,282.58,753,/C/
A382,2023-10-01 18:17:48,4747.22,A200,4963225174
A95,2023-09-24 14:36:48,7934.72,A149,0432611890
312,2023-03-01 22:19:49,355.42,391,payback
704,2022-10-14 08:17:05,4316.78,390,beers
A7,2022-07-03 17:07:03,503.55,152,/C/
A356,2022-06-30 21:46:36,3994.16,668,/A/
A78,2024-05-24 19:35:29,561.85,797,/A/
A172,2024-05-31 12:15:06,318.94,798,/A/
821,2024-01-18 12:18:43,3909.85,424,fries
584,2023-09-19 18:09:38,1356.28,369,beers
A279,2023-01-08 21:30:58,4093.29,597,/A/
A239,2024-03-04 08:51:15,100.75,487,/C/
61,2022-08-11 23:04:34,3130.57,98,savings
A171,2023-01-17 07:54:02,2434.71,978,/C/
A14,2023-08-27 02:50:54,9657.0,817,/B/
A237,2022-11-09 12:30:50,2162.66,A46,3072211386
A381,2024-03-31 07:37:19,5664.15,A261,7167221045
A364,2022-12-21 15:47:26,8701.52,792,/B/
811,2024-05-26 20:34:07,7435.07,114,savings
A86,2023-03-02 20:44:36,1110.48,560,/A/
6,2024-02-02 16:59:04,4740.14,465,bonus
A209,2022-07-21 03:35:53,3064.63,55,/A/
A389,2022-08-26 04:36:50,8250.7,A155,4225216025
A301,2024-01-22 07:40:38,1811.66,276,/A/
A376,2024-06-09 05:28:12,1420.02,A341,0944772690
A94,2024-05-14 06:59:37,2083.23,430,/C/
323,2022-08-25 00:17:04,6255.47,96,beers
A241,2023-07-24 13:44:02,9229.57,418,/A/
A309,2024-03-02 09:36:40,6515.81,837,/B/
A13,2022-07-24 19:09:52,7202.28,993,/C/
A177,2024-03-19 20:11:32,1340.23,847,/C/
553,2023-12-10 02:54:00,3591.54,359,rent
A68,2023-03-17 16:04:04,3823.27,A55,1915891268
775,2024-05-20 00:44:57,8808.54,719,bonus
A275,2023-10-01 22:15:22,7325.34,A212,4786862376
A5,2023-11-23 06:31:38,9991.27,A257,8447408378
A290,2023-11-08 05:26:57,9764.24,A57,9074992164
A207,2023-03-26 20:21:56,437.08,584,/C/
A271,2023-06-27 03:41:34,7261.27,955,/A/
A374,2023-07-03 13:58:39,3930.99,A321,2353484864
A21,2023-04-22 15:11:33,4491.02,516,/A/
A294,2024-06-06 12:51:35,1173.57,988,/C/
A141,2022-10-04 07:50:42,4102.77,442,/A/
A5,2023-09-02 09:09:35,1481.19,172,/A/
A103,2022-12-25 23:31:42,9978.71,761,/C/
A381,2023-07-05 20:11:15,4917.19,151,/A/
A169,2023-09-08 00:52:46,3593.44,1,/A/
A2,2024-04-08 21:13:39,7613.86,A32,0088634673
626,2023-08-27 18:11:13,5937.84,4,rent
A293,2024-02-11 23:39:03,5162.06,A394,9114160091
A386,2023-08-18 03:27:57,3845.45,759,/C/
A121,2024-04-28 15:57:25,1523.53,A72,7379897906
A376,2023-09-14 08:37:36,90.05,344,/B/
A43,2022-09-15 00:35:17,5433.72,A281,6746300099
700,2024-06-08 10:36:15,5150.98,224,beers
A50,2023-02-26 01:10:04,4346.19,A371,3711815198
710,2023-10-15 15:39:12,6457.97,265,bonus
A389,2023-04-27 17:08:16,5012.98,A294,4203401535
A143,2024-02-28 21:27:29,7626.63,A212,6075699944
A361,2023-07-26 07:14:43,5820.46,279,/B/
151,2023-07-13 18:09:34,4319.99,733,rent
A282,2023-12-31 02:22:52,955.81,A71,4028182238
A393,2024-06-14 07:36:59,4467.94,295,/A/
A201,2024-05-02 23:11:50,1493.77,A73,0858174527
934,2023-05-30 18:30:25,2274.79,367,fries
421,2024-05-29 03:25:51,9709.42,319,beers
A114,2023-10-11 06:05:06,9510.4,A177,7004129182
A170,2024-03-29 09:52:30,5517.05,109,/C/
A215,2022-10-21 00:16:16,1162.84,A36,2559046100
A89,2023-07-30 08:30:07,4647.02,224,/A/
A210,2022-09-08 08:10:22,2645.76,24,/A/
A288,2024-06-20 01:53:57,853.45,248,/C/
A45,2023-01-15 16:23:14,1434.1,30,/A/
A382,2024-02-23 16:44:30,7234.34,929,/A/
A66,2023-03-20 03:54:04,2005.84,581,/C/
A322,2023-07-11 18:09:50,9902.06,437,/A/
A65,2023-01-19 15:38:05,3509.12,30,/C/
A273,2023-05-25 23:08:46,9044.59,A367,5076653446
993,2024-03-17 11:47:54,7254.34,896,bonus
A74,2024-01-01 14:46:03,6551.26,450,/B/
872,2023-10-14 04:16:21,9875.77,649,bonus
A13,2024-01-19 10:58:12,3828.81,109,/C/
A122,2023-12-25 17:33:33,882.04,7,/B/
761,2024-01-04 05:01:05,4992.71,817,fries
987,2022-09-13 08:52:41,9830.37,749,bonus
152,2023-05-31 02:29:01,4918.69,265,beers
A216,2022-08-31 03:38:15,3497.87,85,/B/
A274,2024-01-02 08:13:34,9991.73,A87,2512726708
428,2023-02-08 20:05:02,3920.45,720,savings
A358,2024-02-12 01:58:46,9349.54,801,/B/
A67,2023-02-13 16:18:30,9527.08,282,/A/
A319,2024-02-15 19:27:15,9563.97,900,/B/
A210,2023-04-14 02:52:11,8838.86,A280,7849477129
A107,2023-08-23 13:33:35,601.84,370,/A/
A56,2024-05-03 15:57:41,365.96,825,/C/
579,2022-10-13 22:29:36,3033.78,494,bonus
128,2024-06-09 09:01:30,9735.57,240,bonus
A108,2023-12-18 00:06:49,8641.08,314,/A/
429,2022-09-15 10:11:03,3073.08,899,fries
A281,2023-06-16 06:59:24,7539.25,156,/A/
A173,2022-11-07 19:16:53,1509.01,809,/C/
A130,2022-11-03 14:46:50,4328.8,619,/C/
167,2023-09-10 22:38:38,7512.35,365,bonus
A89,2022-12-26 04:24:22,5748.75,17,/B/
A142,2023-12-10 04:29:32,6599.59,820,/B/
A46,2022-07-16 05:16:11,6428.54,A393,1197388182
2,2023-03-03 15:17:33,4636.53,877,fries
A158,2023-09-28 07:24:05,4290.92,A116,5948821884
A215,2023-04-05 00:40:19,5867.28,549,/A/
A208,2022-10-14 14:12:19,9930.73,265,/A/
A51,2023-03-16 19:00:10,3473.82,836,/A/
186,2023-06-09 00:31:50,9929.64,93,beers
379,2022-12-29 20:55:35,8151.96,318,beers
A143,2024-01-20 05:22:45,6565.46,84,/C/
A16,2022-06-30 22:42:05,1865.69,121,/C/
A160,2024-04-09 22:59:19,4015.08,A313,8603721860
A104,2022-11-25 15:06:05,9874.56,167,/A/
206,2024-05-26 16:25:02,9995.03,107,payback
A304,2023-11-16 18:40:33,4467.77,637,/C/
A26,2022-10-10 22:11:57,9124.28,82,/A/
